category,price_range,weight,processor,operating_system,hard_drive,optical_drive,memory,price
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,,3GB,1109.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,,3GB,1039.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,160GB,,2GB,909.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,,2GB,1139.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,,2GB,1119.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,3GB,839.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,3GB,939.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,160GB,CD_DVD +RW,3GB,949.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,4GB,1069.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,160GB,CD_DVD +RW,4GB,889.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,4GB,939.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,2GB,1139.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,160GB,CD_DVD +RW,2GB,869.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,2GB,919.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,160GB,CD_DVD +RW,4GB,1169.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,CD_DVD +RW,4GB,829.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,160GB,CD_DVD +RW,3GB,1049.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,CD_DVD +RW,3GB,999.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,CD_DVD +RW,2GB,1139.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,160GB,CD_DVD +RW,2GB,1169.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,CD_DVD +RW,2GB,939.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,CD_DVD +RW,4GB,1019.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,CD_DVD +RW,3GB,1169.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,,2GB,1019.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,,3GB,1149.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,,4GB,1089.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,160GB,,2GB,1019.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,160GB,,3GB,809.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,160GB,,4GB,1049.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,,2GB,1189.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,,3GB,859.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,,4GB,979.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,160GB,,3GB,1159.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,,3GB,919.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,,3GB,1099.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,,3GB,899.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,,3GB,929.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,160GB,,3GB,1109.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,3GB,809.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,CD_DVD +RW,3GB,1089.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,160GB,CD_DVD +RW,3GB,1089.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,CD_DVD +RW,3GB,1149.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,160GB,CD_DVD +RW,3GB,1019.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,3GB,879.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,,4GB,1009.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,,2GB,979.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,2GB,1109.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,4GB,1039.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,,4GB,989.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,CD_DVD +RW,4GB,879.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,,2GB,909.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,CD_DVD +RW,2GB,969.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,160GB,CD_DVD +RW,4GB,1059.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,160GB,CD_DVD +RW,2GB,1019.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,160GB,,4GB,879.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,160GB,,2GB,839.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,160GB,,2GB,939.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,160GB,,4GB,869.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,160GB,CD_DVD +RW,2GB,1069.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,160GB,CD_DVD +RW,4GB,1099.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,,2GB,1159.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,2GB,1189.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,,2GB,969.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,CD_DVD +RW,2GB,999.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,,4GB,879.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,,4GB,1009.0
Inspiron Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,4GB,1069.0
Inspiron Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,CD_DVD +RW,4GB,929.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,320GB,,4GB,1039.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,320GB,,4GB,1179.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,320GB,,3GB,919.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,320GB,,3GB,1169.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,320GB,,2GB,859.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,320GB,,2GB,879.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,250GB,,2GB,899.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,250GB,,3GB,1189.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,250GB,,4GB,1149.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,250GB,,4GB,949.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,250GB,,2GB,839.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,250GB,,3GB,929.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,160GB,,3GB,859.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,160GB,,2GB,1169.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,160GB,,3GB,1149.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,160GB,,2GB,1129.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,160GB,,4GB,1019.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,160GB,,4GB,1149.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,160GB,CD_DVD +RW,4GB,1009.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,320GB,CD_DVD +RW,4GB,969.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,250GB,CD_DVD +RW,4GB,1029.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,160GB,CD_DVD +RW,4GB,829.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,320GB,CD_DVD +RW,4GB,1169.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,250GB,CD_DVD +RW,4GB,1169.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,250GB,CD_DVD +RW,2GB,909.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,320GB,CD_DVD +RW,2GB,909.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,320GB,CD_DVD +RW,2GB,949.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,250GB,CD_DVD +RW,2GB,989.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,160GB,CD_DVD +RW,2GB,1199.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,160GB,CD_DVD +RW,2GB,1039.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,250GB,CD_DVD +RW,3GB,819.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,160GB,CD_DVD +RW,3GB,1009.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 8,320GB,CD_DVD +RW,3GB,869.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,250GB,CD_DVD +RW,3GB,919.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,320GB,CD_DVD +RW,3GB,999.0
Inspiron Laptops,$800 - $1200,Light,Intel Celeron,Windows 7,160GB,CD_DVD +RW,3GB,819.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,3GB,809.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,3GB,849.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,3GB,1089.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,More than 4GB,1159.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,More than 4GB,1069.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,More than 4GB,1029.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,4GB,989.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,4GB,1049.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,4GB,889.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,4GB,1159.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,3GB,809.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,Blu Ray Disc,More than 4GB,1149.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,4GB,869.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,3GB,899.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,Blu Ray Disc,More than 4GB,959.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,3GB,859.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,More than 4GB,929.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,Blu Ray Disc,4GB,1099.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,4GB,849.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,Blu Ray Disc,4GB,1039.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,Blu Ray Disc,4GB,1139.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,4GB,1119.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,4GB,949.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,4GB,1029.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,4GB,829.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,4GB,959.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,4GB,979.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,4GB,929.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,4GB,1109.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,CD_DVD +RW,4GB,1019.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,More than 4GB,889.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,More than 4GB,1179.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,Blu Ray Disc,More than 4GB,959.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,More than 4GB,899.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,CD_DVD +RW,More than 4GB,809.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,More than 4GB,1059.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,More than 4GB,1109.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,More than 4GB,989.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,Blu Ray Disc,More than 4GB,929.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,More than 4GB,989.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,More than 4GB,959.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,More than 4GB,879.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,3GB,949.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,3GB,949.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,3GB,859.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,CD_DVD +RW,3GB,929.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,3GB,1139.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,3GB,1179.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,Blu Ray Disc,3GB,909.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,Blu Ray Disc,3GB,1099.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,Blu Ray Disc,3GB,959.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,Blu Ray Disc,3GB,1139.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,Blu Ray Disc,3GB,829.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,Blu Ray Disc,3GB,1169.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,,3GB,1169.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,3GB,919.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,3GB,1019.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,3GB,1199.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,3GB,1089.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,3GB,879.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,3GB,1049.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,3GB,999.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,3GB,1009.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,More than 4GB,959.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,More than 4GB,869.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,More than 4GB,939.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,4GB,1059.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,4GB,939.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,4GB,1049.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,4GB,1019.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,More than 4GB,1009.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,More than 4GB,1179.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,More than 4GB,1059.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,4GB,1079.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,4GB,879.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,More than 4GB,1099.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,More than 4GB,1019.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,4GB,899.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,4GB,919.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,,More than 4GB,859.0
XPS Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,,4GB,929.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,3GB,1169.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,3GB,809.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,3GB,819.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,3GB,979.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,3GB,1079.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,3GB,1039.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,4GB,1189.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,4GB,959.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,4GB,839.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,4GB,1189.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,4GB,1089.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,4GB,959.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,3GB,1189.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,3GB,809.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,3GB,1079.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,3GB,939.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,3GB,889.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,3GB,1189.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,4GB,1149.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,CD_DVD +RW,4GB,1149.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,4GB,1099.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,4GB,1129.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,4GB,959.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,CD_DVD +RW,4GB,829.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,3GB,1149.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,3GB,1089.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,4GB,1079.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,CD_DVD +RW,4GB,1039.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,3GB,1019.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,3GB,839.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,CD_DVD +RW,3GB,809.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,CD_DVD +RW,3GB,1049.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,4GB,839.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,CD_DVD +RW,4GB,809.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,CD_DVD +RW,4GB,849.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,CD_DVD +RW,4GB,929.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,More than 4GB,999.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,More than 4GB,1149.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,500GB,CD_DVD +RW,More than 4GB,969.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,CD_DVD +RW,More than 4GB,809.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,More than 4GB,1019.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,CD_DVD +RW,More than 4GB,979.0
XPS Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,More than 4GB,1059.0
XPS Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,500GB,CD_DVD +RW,More than 4GB,1149.0
